Glottocode	Name	Family_ID	Macroarea	Longitude	Latitude	Endangerment	English_variety_outside_Eurasia
made1252	Ma (Democratic Republic of Congo)	atla1278	Africa	26.9939	3.69351	Not endangered	0
dong1290	Dongo	atla1278	Africa	29.9619	2.96683	Not endangered	0
ndun1249	Ndunga	atla1278	Africa	21.5755	2.3886	Threatened	0
mbaa1245	Mba	atla1278	Africa	25.143	1.06885	Not endangered	0
gbay1278	Gbayi	atla1278	Africa	21.9707	5.57378	Shifting	0
dend1242	Dendi (Central African Republic)	atla1278	Africa	22.566	4.48146	Not endangered	0
yako1252	Yakoma	atla1278	Africa	22.1702	4.1651	Not endangered	0
mban1262	Mbangi	atla1278	Africa	22.06451	4.69967	Threatened	0
nort2774	Northern Ngbandi	atla1278	Africa	21.85251	3.56357	Not endangered	0
sout2784	Southern Ngbandi	atla1278	Africa	19.5939	2.5414	Not endangered	0
sang1328	Sango	atla1278	Africa	20.1702	6.78584	Not endangered	0
rive1257	Riverain Sango	atla1278	Africa	21.1733	4.32811	Not endangered	0
miyo1238	Miyobe	atla1278	Africa	1.33302	9.94366	Shifting	0
avat1244	Avatime	atla1278	Africa	0.41314	6.8688	Not endangered	0
nyan1302	Nyangbo	atla1278	Africa	0.37152	6.82649	Not endangered	0
tafi1243	Tafi	atla1278	Africa	0.39875	6.79522	Threatened	0
anim1239	Animere	atla1278	Africa	0.41962	7.60385	Moribund	0
akeb1238	Akebu	atla1278	Africa	0.77668	7.78365	Not endangered	0
ikpo1238	Ikposo	atla1278	Africa	0.83312	7.44776	Not endangered	0
igoo1238	Igo	atla1278	Africa	0.67846	7.25499	Shifting	0
tuwu1238	Tuwuli	atla1278	Africa	0.38008	7.31095	Threatened	0
adan1247	Adangme	atla1278	Africa	0.13243	5.9437	Not endangered	0
gaaa1244	Ga	atla1278	Africa	-0.18598	5.65488	Not endangered	0
logb1245	Ikpana	atla1278	Africa	0.43068	6.92838	Shifting	0
boro1283	Boro	atla1278	Africa	0.362291	7.496728	Extinct	0
siwu1238	Siwu	atla1278	Africa	0.44362	7.23811	Not endangered	0
lele1264	Lelemi	atla1278	Africa	0.50746	7.34549	Not endangered	0
sele1249	Selee	atla1278	Africa	0.42458	7.17462	Shifting	0
sekp1241	Sekpele	atla1278	Africa	0.5886	7.16751	Threatened	0
anii1245	Anii	atla1278	Africa	1.60169	9.11127	Threatened	0
adel1244	Adele	atla1278	Africa	0.619185	8.16975	Not endangered	0
atti1239	Attié	atla1278	Africa	-3.8209	5.9977	Not endangered	0
krob1245	Krobu	atla1278	Africa	-4.47739	5.86161	Not endangered	0
nter1234	Nterato	atla1278	Africa	0.097933	8.831601	Extinct	0
nkon1245	Nkonya-Nkami	atla1278	Africa	0.3209	7.20316	Not endangered	0
nkon1248	Nkonya	atla1278	Africa	0.3209	7.20316	Not endangered	0
nkam1239	Nkami	atla1278	Africa	-0.0372	7.0556	Not endangered	0
nawu1242	Nawuri	atla1278	Africa	0.04947	8.45116	Not endangered	0
giny1241	Ginyanga	atla1278	Africa	0.98348	8.2327	Not endangered	0
food1238	Foodo	atla1278	Africa	1.40486	9.56489	Not endangered	0
giky1238	Gikyode	atla1278	Africa	0.56975	8.39478	Not endangered	0
krac1238	Krache	atla1278	Africa	0.01925	7.93475	Not endangered	0
kpla1238	Kplang	atla1278	Africa	-0.80295	8.06653	Not endangered	0
chum1261	Chumburung	atla1278	Africa	-0.2755	8.15211	Not endangered	0
tchu1241	Tchumbuli	atla1278	Africa	2.55627	8.43449	Moribund	0
dwan1238	Dwang	atla1278	Africa	-0.43011	7.70712	Shifting	0
nchu1238	Nchumbulu	atla1278	Africa	-1.30881	7.6302	Shifting	0
domp1238	Dompo	atla1278	Africa	-2.295	8.182	Moribund	0
gonj1241	Gonja	atla1278	Africa	-0.72757	8.48801	Not endangered	0
awut1241	Awutu	atla1278	Africa	-0.59545	5.42441	Shifting	0
lart1238	Larteh	atla1278	Africa	-0.07822	5.9367	Not endangered	0
guaa1238	Gua	atla1278	Africa	0.16932	6.52106	Not endangered	0
cher1271	Cherepon	atla1278	Africa	-0.10955	6.05387	Not endangered	0
abur1243	Abure	atla1278	Africa	-3.64123	5.21534	Not endangered	0
beti1248	Beti (Côte d'Ivoire)	atla1278	Africa	-3.28627	5.26495	Shifting	0
wasa1244	Wasa	atla1278	Africa	-2.16028	5.74109	Not endangered	0
abro1238	Abron	atla1278	Africa	-2.50289	7.72094	Not endangered	0
akan1250	Akan	atla1278	Africa	-1.33254	6.34756	Not endangered	0
anuf1239	Anufo	atla1278	Africa	0.56021	10.2839	Not endangered	0
sehw1238	Sehwi	atla1278	Africa	-2.7314600000000002	6.3172	Not endangered	0
baou1238	Baoulé	atla1278	Africa	-4.76565	5.42509	Not endangered	0
anyi1244	Anyin Morofo	atla1278	Africa	-4.64232	6.1627	Not endangered	0
anyi1245	Anyin	atla1278	Africa	-3.30532	6.31781	Not endangered	0
ahan1243	Ahanta	atla1278	Africa	-1.94657	4.85147	Not endangered	0
nzim1238	Nzima	atla1278	Africa	-2.81123	5.1785	Not endangered	0
jwir1241	Jwira-Pepesa	atla1278	Africa	-2.10891	5.10752	Not endangered	0
ebri1238	Ebrié	atla1278	Africa	-4.03188	5.36868	Not endangered	0
mbat1247	Mbato	atla1278	Africa	-3.70421	5.34421	Not endangered	0
alla1248	Alladian	atla1278	Africa	-4.42647	5.22371	Not endangered	0
avik1243	Avikam	atla1278	Africa	-5.2529	5.15838	Not endangered	0
abee1242	Abé	atla1278	Africa	-4.38497	5.59682	Not endangered	0
abid1235	Abidji	atla1278	Africa	-4.58421	5.65656	Not endangered	0
adio1239	Adioukrou	atla1278	Africa	-4.52522	5.38228	Not endangered	0
ajab1235	Aja (Benin)	atla1278	Africa	1.64992	7.06634	Not endangered	0
weme1239	Weme Gbe	atla1278	Africa	2.47457	6.77227	Not endangered	0
wudu1238	Wudu	atla1278	Africa	1.53522	7.57619	Threatened	0
gunn1250	Gun	atla1278	Africa	2.76767	6.48529	Not endangered	0
cigb1235	Ci Gbe	atla1278	Africa	2.02134	6.84217	Not endangered	0
defi1235	Defi Gbe	atla1278	Africa	2.68609	6.40718	Not endangered	0
fonn1241	Fon	atla1278	Africa	1.66495	7.15484	Not endangered	0
maxi1236	Maxi Gbe	atla1278	Africa	1.78181	7.57292	Not endangered	0
tofi1235	Tofin Gbe	atla1278	Africa	2.43226	6.51774	Not endangered	0
east2390	Eastern Xwla Gbe	atla1278	Africa	2.54987	6.37803	Not endangered	0
xwel1235	Xwela Gbe	atla1278	Africa	2.02985	6.41342	Not endangered	0
gbes1238	Gbesi Gbe	atla1278	Africa	2.0269	6.55911	Not endangered	0
ayiz1245	Ayizo Gbe	atla1278	Africa	2.20552	6.62654	Not endangered	0
saxw1241	Saxwe Gbe	atla1278	Africa	1.92015	6.58269	Not endangered	0
west2456	Western Xwla Gbe	atla1278	Africa	2.03904	6.33455	Not endangered	0
kota1272	Kotafon Gbe	atla1278	Africa	1.72346	6.64027	Not endangered	0
genn1243	Gen	atla1278	Africa	1.67727	6.25971	Not endangered	0
waci1239	Waci Gbe	atla1278	Africa	1.69303	6.45571	Not endangered	0
kpes1238	Kpessi	atla1278	Africa	1.21078	8.05471	Threatened	0
agun1238	Aguna	atla1278	Africa	1.74452	7.49256	Shifting	0
ewee1241	Ewe	atla1278	Africa	0.814975	6.46061	Not endangered	0
adan1248	Adangbe	atla1278	Africa	0.727155	6.50546	Threatened	0
ukaa1243	Ukaan	atla1278	Africa	6.03933	7.59722	Not endangered	0
gade1242	Gade	atla1278	Africa	7.49869	8.71139	Not endangered	0
okoe1238	Oko-Eni-Osayen	atla1278	Africa	6.15725	7.53908	Not endangered	0
busu1244	Busuu	atla1278	Africa	9.78433	6.68152	Extinct	0
bish1246	Bishuo	atla1278	Africa	9.79396	6.67251	Extinct	0
buru1299	Buru-Angwe	atla1278	Africa	10.8617	7.01091	Threatened	0
mesa1245	Mesaka	atla1278	Africa	9.8723	6.32679	Not endangered	0
esim1238	Esimbi	atla1278	Africa	9.86936	6.50094	Not endangered	0
icev1238	Iceve-Maci	atla1278	Africa	9.50264	6.42426	Not endangered	0
evan1238	Evant	atla1278	Africa	9.46432	6.34906	Threatened	0
tivv1240	Tiv	atla1278	Africa	9.26287	6.88039	Not endangered	0
iyiv1238	Iyive	atla1278	Africa	9.53302	6.50437	Shifting	0
otan1238	Otank	atla1278	Africa	9.34019	6.54809	Not endangered	0
caka1240	Caka	atla1278	Africa	9.77746	6.26979	Threatened	0
ipul1238	Ipulo-Olulu	atla1278	Africa	9.64676	6.2918	Not endangered	0
eman1238	Eman	atla1278	Africa	9.70562	6.22923	Shifting	0
abon1238	Abon	atla1278	Africa	10.8769	6.90621	Threatened	0
batu1255	Batu	atla1278	Africa	10.9377	6.81588	Not endangered	0
bita1251	Bitare	atla1278	Africa	11.3072	6.87398	Not endangered	0
ambo1249	Ambo	atla1278	Africa	10.7798	7.07637	Threatened	0
keny1279	Kenyang	atla1278	Africa	9.55918	5.58288	Not endangered	0
kend1252	Kendem	atla1278	Africa	9.63201	5.77429	Shifting	0
deny1238	Denya	atla1278	Africa	9.39989	5.97237	Threatened	0
befa1241	Menchum	atla1278	Africa	10.0342	6.27562	Threatened	0
