Glottocode	Name	Family_ID	Macroarea	Longitude	Latitude	Endangerment	English_variety_outside_Eurasia
ombo1238	Ombo	atla1278	Africa	25.1748	-2.32162	Not endangered	0
yela1238	Yela-Kela	atla1278	Africa	22.5891	-2.46204	Not endangered	0
lele1265	Lele (Democratic Republic of Congo)	atla1278	Africa	20.5674	-4.94672	Not endangered	0
bush1247	Bushoong	atla1278	Africa	21.4556	-4.69463	Not endangered	0
wong1247	Wongo	atla1278	Africa	20.5054	-5.73837	Not endangered	0
deng1250	Dengese	atla1278	Africa	21.4194	-3.26337	Not endangered	0
song1305	Ohendo	atla1278	Africa	21.4223	-3.81041	Not endangered	0
nkut1238	Nkutu	atla1278	Africa	22.6802	-3.67432	Not endangered	0
hamb1245	Hamba de Lomela	atla1278	Africa	24.2299	-2.49047	Not endangered	0
tete1250	Tetela	atla1278	Africa	24.546	-4.29314	Threatened	0
kusu1252	Kusu	atla1278	Africa	25.2923	-3.61459	Not endangered	0
kela1254	Kela (Democratic Republic of Congo)	atla1278	Africa	24.0051	-1.39085	Not endangered	0
seng1278	Sengele	atla1278	Africa	17.2965	-1.92256	Not endangered	0
mong1338	Mongo	atla1278	Africa	20.4259	-1.54228	Not endangered	0
ngan1302	Ngando-Lalia	atla1278	Africa	22.6231	-0.14363	Not endangered	0
lali1242	Lalia	atla1278	Africa	23.3634	-1.11711	Not endangered	0
boli1255	Bolia	atla1278	Africa	18.09748	-1.38362	Not endangered	0
ntom1248	Ntomba	atla1278	Africa	18.265	-1.99062	Not endangered	0
bafo1235	Bafoto	atla1278	Africa	19.76	1.19	Extinct	0
mbes1238	Mbesa	atla1278	Africa	22.8389	1.6207	Not endangered	0
mbol1247	Mbole	atla1278	Africa	24.0443	-0.57181	Not endangered	0
poke1238	Poke	atla1278	Africa	23.8972	0.73538	Not endangered	0
leng1258	Lengola	atla1278	Africa	25.3343	-1.95874	Not endangered	0
budu1250	Budu	atla1278	Africa	27.951	2.00501	Not endangered	0
ndak1241	Ndaka	atla1278	Africa	27.9693	1.53341	Not endangered	0
mbod1238	Mbo (Democratic Republic of Congo)	atla1278	Africa	28.018	1.11602	Not endangered	0
vanu1242	Vanuma	atla1278	Africa	29.81348	0.93847	Not endangered	0
nyal1250	Nyali	atla1278	Africa	30.0201	1.92098	Not endangered	0
sode1235	So (Democratic Republic of Congo)	atla1278	Africa	23.6907	1.25037	Not endangered	0
moin1241	Moingi	atla1278	Africa	23.5035	1.20615	Threatened	0
kele1255	Kele-Foma	atla1278	Africa	24.3098	0.36906	Not endangered	0
lomb1260	Lombo	atla1278	Africa	24.6862	0.88267	Not endangered	0
dibo1245	Dibole	atla1278	Africa	17.2305	1.07773	Shifting	0
mbat1248	Mbati	atla1278	Africa	17.7529	3.94184	Not endangered	0
ngun1270	Ngundi	atla1278	Africa	16.21457	3.02108	Threatened	0
yaka1272	Yaka (Central African Republic)	atla1278	Africa	17.2713	3.6515	Threatened	0
pand1264	Pande	atla1278	Africa	16.22754	3.57935	Shifting	0
ngan1304	Ngando (Central African Republic)	atla1278	Africa	17.6499	3.71666	Not endangered	0
bong1284	Bongili	atla1278	Africa	16.6079	0.37063	Not endangered	0
bomi1238	Bomitaba	atla1278	Africa	17.3733	1.70044	Threatened	0
bonj1234	Impfondo	atla1278	Africa	17.6298	2.39823	Shifting	0
luse1252	Lusengo	atla1278	Africa	18.3991	0.16988	Not endangered	0
moic1236	Moi (Congo)	atla1278	Africa	16.4556	-1.72413	Threatened	0
balo1261	Loi-Likila	atla1278	Africa	18.1266	0.93777	Not endangered	0
bolo1262	Boloki	atla1278	Africa	18.4555	0.83463	Shifting	0
likw1239	Likwala	atla1278	Africa	16.5967	-0.48981	Not endangered	0
liku1242	Likuba	atla1278	Africa	16.4702	-1.27931	Not endangered	0
bang1354	Bobangi	atla1278	Africa	17.227	-0.87437	Not endangered	0
bang1353	Bangala	atla1278	Africa	28.04453	3.3466	Not endangered	0
ling1263	Kinshasa Lingala	atla1278	Africa	15.28532	-4.409174	Not endangered	0
nort3345	Northwestern Lingala	atla1278	Africa	19.782905	1.403245	Not endangered	0
ndob1238	Ndobo	atla1278	Africa	18.6151	1.32539	Not endangered	0
maba1270	Mabaale	atla1278	Africa	20.8759	2.11942	Not endangered	0
libi1244	Libinza	atla1278	Africa	18.8886	1.97729	Not endangered	0
liki1240	Balobo	atla1278	Africa	19.0222	1.75106	Not endangered	0
loba1239	Lobala	atla1278	Africa	18.3667	2.04881	Not endangered	0
boko1263	Boko (Democratic Republic of Congo)	atla1278	Africa	18.8806	1.51612	Not endangered	0
bwel1238	Bwela	atla1278	Africa	19.28	3.22	Not endangered	0
temb1272	Motembo-Kunda	atla1278	Africa	20.36849	2.0246	Not endangered	0
bolo1263	Bolondo	atla1278	Africa	19.6181	2.46327	Shifting	0
egbu1235	Egbuta	atla1278	Africa	22.680426	1.894874	Threatened	0
baba1263	Babango	atla1278	Africa	23.5851	1.79475	Threatened	0
budz1238	Budza	atla1278	Africa	22.6107	2.19951	Not endangered	0
beek1238	Beeke	atla1278	Africa	29.9842	3.18438	Shifting	0
bali1274	Bali (Democratic Republic of Congo)	atla1278	Africa	26.5941	1.1807	Not endangered	0
amba1263	Amba (Uganda)	atla1278	Africa	30.0014	0.81206	Threatened	0
bera1259	Bera	atla1278	Africa	30.0293	1.50054	Threatened	0
kang1285	Kango (Tshopo District)	atla1278	Africa	27.0186	1.59855	Threatened	0
komo1260	Komo (Democratic Republic of Congo)	atla1278	Africa	26.7144	-0.76333	Threatened	0
bhel1238	Bhele	atla1278	Africa	28.6681	0.24553	Threatened	0
kaik1247	Kaiku	atla1278	Africa	28.7394	0.75068	Not endangered	0
bila1255	Bila	atla1278	Africa	28.7626	1.16839	Not endangered	0
lika1243	Liko	atla1278	Africa	27.6088	2.13777	Not endangered	0
ngel1238	Ngelima	atla1278	Africa	24.8754	1.81314	Not endangered	0
kang1286	Kango (Bas-Uélé District)	atla1278	Africa	24.8202	3.47633	Not endangered	0
bwaa1238	Bwa	atla1278	Africa	25.2514	2.5957	Not endangered	0
pagi1243	Pagibete	atla1278	Africa	22.1212	3.15636	Not endangered	0
ngbe1238	Ngbee	atla1278	Africa	27.6529	3.60447	Extinct	0
nyan1303	Nyanga-li	atla1278	Africa	29.1805	2.97634	Moribund	0
kari1306	Kari	atla1278	Africa	25.7491	5.03525	Shifting	0
homa1239	Homa	atla1278	Africa	28.0039	4.97912	Extinct	0
ngbi1238	Ngbinda-Mayeka	atla1278	Africa	23.5669	3.27251	Nearly extinct	0
maye1238	Mayeka	atla1278	Africa	24	4	Moribund	0
bodo1272	Bodo (Central African Republic)	atla1278	Africa	26	6	Moribund	0
bogu1241	Boguru	atla1278	Africa	29.1344	4.49213	Shifting	0
lige1238	Ligenza	atla1278	Africa	22.4936	2.86168	Not endangered	0
ngom1268	Ngombe (Democratic Republic of Congo)	atla1278	Africa	20.14148	1.45357	Not endangered	0
bamw1238	Bamwe	atla1278	Africa	19.1644	2.16773	Not endangered	0
dzan1238	Dzando	atla1278	Africa	19.0022	2.24195	Shifting	0
ndol1238	Ndolo	atla1278	Africa	19.4087	2.15101	Not endangered	0
bomb1262	Bomboma	atla1278	Africa	18.7841	2.40195	Not endangered	0
bomb1261	Bomboli-Bozaba	atla1278	Africa	18.5131	1.99315	Shifting	0
boza1238	Bozaba	atla1278	Africa	18.6784	2.07295	Not endangered	0
akwa1248	Akwa	atla1278	Africa	15.4623	-0.39897	Threatened	0
mbok1243	Mboko	atla1278	Africa	14.7935	0.43541	Not endangered	0
mbos1242	Mbosi	atla1278	Africa	15.5322	-1.23019	Threatened	0
koyo1242	Koyo	atla1278	Africa	15.7508	-0.69688	Threatened	0
ngul1247	Ngwii	atla1278	Africa	19.5129	-4.09816	Not endangered	0
nzad1234	Nzadi	atla1278	Africa	20.194462	-4.102208	Not endangered	0
lwel1234	Lwel	atla1278	Africa	20.6314	-4.38475	Not endangered	0
ding1239	Ding	atla1278	Africa	19.3881	-4.44304	Not endangered	0
yans1239	Yansi	atla1278	Africa	18.2341	-3.8231	Not endangered	0
mfin1238	Mfinu	atla1278	Africa	16.2559	-4.26573	Shifting	0
ibal1241	Kwa South	atla1278	Africa	15.3893	-4.20697	Not endangered	0
ngun1272	Ngungwel	atla1278	Africa	15.6218	-1.82055	Not endangered	0
teke1278	Teke-Eboo-Nzikou	atla1278	Africa	15.623277	-2.384219	Threatened	0
teke1279	Teke-Nzikou	atla1278	Africa	15.2047	-2.65261	Threatened	0
teke1276	Teke-Tyee	atla1278	Africa	13.8668	-3.50685	Not endangered	0
teke1274	Teke-Fuumu	atla1278	Africa	15.5061	-3.59003	Threatened	0
teke1280	Teke-Kukuya	atla1278	Africa	14.4407	-2.27122	Not endangered	0
teke1281	Teke-Tsaayi	atla1278	Africa	13.8603	-2.98028	Threatened	0
vili1239	Vili of Ngounie	atla1278	Africa	10.305563	-2.752859	Moribund	0
njeb1242	Njebi	atla1278	Africa	12.7063	-2.18115	Not endangered	0
tsaa1242	Tsaangi	atla1278	Africa	12.7581	-2.29245	Not endangered	0
duma1253	Duma	atla1278	Africa	13.0046	-0.91927	Not endangered	0
wand1266	Wandji	atla1278	Africa	12.8951	-1.51945	Not endangered	0
yaka1274	Yaka (Congo)	atla1278	Africa	13.3637	-3.73301	Not endangered	0
teke1277	Teke-Laali	atla1278	Africa	13.2703	-3.34458	Threatened	0
tchi1245	Tchitchege	atla1278	Africa	13.6001	-2.03393	Shifting	0
kani1279	Kaningi	atla1278	Africa	13.6111	-1.71316	Threatened	0
ndum1239	Ndumu	atla1278	Africa	13.7279	-1.67033	Threatened	0
mber1257	Mbere-Mbamba	atla1278	Africa	14.2877	-0.477445	Not endangered	0
teke1275	Latege	atla1278	Africa	14.8664	-1.61688	Not endangered	0
omba1241	Ombamba-Congo	atla1278	Africa	13.617	-2.75341	Not endangered	0
boma1246	Boma Yumu	atla1278	Africa	17.45	-3.27	Not endangered	0
saka1287	Sakata	atla1278	Africa	17.9669	-2.85653	Not endangered	0
tien1242	Tiene	atla1278	Africa	16.4765	-2.84694	Not endangered	0
mpuo1241	Mbuun	atla1278	Africa	19.4269	-5.21134	Not endangered	0
samb1309	Samba	atla1278	Africa	17.1658	-6.21344	Threatened	0
hung1278	Hungan	atla1278	Africa	18.4312	-3.69695	Threatened	0
beem1239	Beembe	atla1278	Africa	14.1	-3.95895	Not endangered	0
hung1280	Hungu-Pombo	atla1278	Africa	18.192062	-9.164628	Threatened	0
kitu1246	Kituba (Democratic Republic of Congo)	atla1278	Africa	17.1548	-2.29601	Not endangered	0
kitu1245	Kituba (Congo)	atla1278	Africa	14.5648	-4.15654	Not endangered	0
koon1244	South-Central Koongo	atla1278	Africa	14.4771	-5.57722	Not endangered	0
yomb1244	Yombe	atla1278	Africa	12.9657	-5.1263	Not endangered	0
sans1272	San Salvador Kongo	atla1278	Africa	12.5372	-5.7114	Not endangered	0
vili1238	Vili	atla1278	Africa	11.3804	-4.06716	Not endangered	0
sang1333	Sangu (Gabon)	atla1278	Africa	11.9098	-1.52694	Not endangered	0
sira1266	Sira	atla1278	Africa	10.4635	-1.78084	Not endangered	0
bara1362	Barama	atla1278	Africa	10.6777	-2.49659	Threatened	0
punu1239	Punu	atla1278	Africa	11.6714	-2.67362	Not endangered	0
vumb1238	Vumbu	atla1278	Africa	10.6498	-2.17673	Shifting	0
bwis1242	Bwisi	atla1278	Africa	11.9595	-3.23686	Shifting	0
lumb1249	Lumbu	atla1278	Africa	11.124	-3.37917	Not endangered	0
laar1238	Laari	atla1278	Africa	14.9	-4.25	Not endangered	0
doon1238	Doondo	atla1278	Africa	13.5641	-4.30483	Not endangered	0
suun1239	Suundi	atla1278	Africa	13.3212	-4.58488	Not endangered	0
kuny1238	Kunyi	atla1278	Africa	12.5197	-3.69702	Not endangered	0
kaam1238	Kaamba	atla1278	Africa	13.284	-4.0409	Threatened	0
yaka1269	Yaka-Pelende-Lonzo	atla1278	Africa	16.775	-5.984	Not endangered	0
suku1259	Suku	atla1278	Africa	17.7736	-5.76495	Not endangered	0
pele1244	Pelende	atla1278	Africa	17.3142	-4.90877	Not endangered	0
lonz1238	Lonzo	atla1278	Africa	16.7259	-4.61444	Threatened	0
song1299	Nsong-Mpiin	atla1278	Africa	18.4978	-4.55057	Not endangered	0
ngon1267	Ngongo	atla1278	Africa	18.2	-5.5	Not endangered	0
nkoy1244	Nkoya	atla1278	Africa	24.7649	-14.8513	Not endangered	0
sang1331	Sanga (Democratic Republic of Congo)	atla1278	Africa	26.8462	-10.0236	Not endangered	0
luba1250	Luba-Katanga	atla1278	Africa	25.8918	-8.2816	Threatened	0
kaon1241	Kaonde	atla1278	Africa	25.7646	-12.4129	Not endangered	0
kany1247	Kanyok	atla1278	Africa	23.613	-7.31878	Not endangered	0
hemb1242	Hemba-Yazi	atla1278	Africa	27.5913	-7.77459	Not endangered	0
bang1350	Bangubangu	atla1278	Africa	27.2438	-4.31464	Not endangered	0
luba1249	Luba-Lulua	atla1278	Africa	22.4422	-5.72717	Not endangered	0
binj1249	Binji	atla1278	Africa	21.7	-6.7	Not endangered	0
lwal1238	Lwalu	atla1278	Africa	22.1097	-7.16388	Not endangered	0
luna1244	Luna	atla1278	Africa	23.5426	-5.08693	Not endangered	0
song1303	Songe	atla1278	Africa	25.2765	-5.71993	Not endangered	0
zula1235	Zula	atla1278	Africa	26.74	-4.584	Not endangered	0
seki1238	Seki	atla1278	Africa	9.79206	1.52302	Threatened	0
mban1268	Mbangwe	atla1278	Africa	13.5956	-2.28729	Threatened	0
tomb1246	Tombidi	atla1278	Africa	12.362376	-2.227418	Nearly extinct	0
kele1257	Kélé	atla1278	Africa	10.3836	-0.78854	Threatened	0
ngom1270	Ngom	atla1278	Africa	14.1345	0.882925	Not endangered	0
ndam1254	Ndambomo	atla1278	Africa	12.77	-0.82	Shifting	0
sake1247	Sake	atla1278	Africa	11.787	0.25188	Shifting	0
bonk1243	Bonkeng	atla1278	Africa	9.76306	4.66054	Threatened	0
nkon1247	Nkongho	atla1278	Africa	9.80096	5.33848	Threatened	0
bass1260	Bassossi	atla1278	Africa	9.52275	5.23655	Not endangered	0
mboc1235	Mbo (Cameroon)	atla1278	Africa	9.92766	5.13981	Threatened	0
baka1273	Bakaka	atla1278	Africa	9.80402	4.79991	Threatened	0
akoo1248	Akoose	atla1278	Africa	9.65522	4.9243	Not endangered	0
mokp1239	Mokpwe	atla1278	Africa	9.23887	4.24178	Threatened	0
wumb1241	Wumboko-Bubia	atla1278	Africa	9.0802600000000009	4.24717	Threatened	0
bafa1247	Bafaw-Balong	atla1278	Africa	9.522	4.53307	Not endangered	0
orok1266	Oroko	atla1278	Africa	9.15209	4.89504	Not endangered	0
tibe1274	Tibea	atla1278	Africa	11.3103	5.30535	Threatened	0
dimb1238	Dimbong	atla1278	Africa	10.9888	4.80551	Shifting	0
lefa1242	Lefa	atla1278	Africa	11.114	5.05845	Not endangered	0
bafi1243	Bafia	atla1278	Africa	11.0982	4.72603	Not endangered	0
kota1274	Kota (Gabon)	atla1278	Africa	13.97	1.016	Threatened	0
maho1248	Mahongwe	atla1278	Africa	14.0472	0.64356	Shifting	0
sigh1238	Sighu	atla1278	Africa	13.1214	-0.95605	Shifting	0
osam1235	Osamayi	atla1278	Africa	13.61	-0.012	Threatened	0
ndas1238	Ndasa	atla1278	Africa	13.369465	-2.449015	Not endangered	0
wumb1242	Wumbvu	atla1278	Africa	12.264	-2.39234	Not endangered	0
bako1249	Bakoko	atla1278	Africa	9.99905	3.56518	Not endangered	0
basa1284	Basa (Cameroon)	atla1278	Africa	10.4213	3.80765	Not endangered	0
hiju1238	Hijuk	atla1278	Africa	10.9081	4.39641	Shifting	0
baro1252	Barombi	atla1278	Africa	9.25261	4.64584	Shifting	0
bank1256	Bankon	atla1278	Africa	9.6403	4.3702	Threatened	0
fang1246	Fang (Equatorial Guinea)	atla1278	Africa	11.61454	1.723965	Not endangered	0
bulu1251	Bulu (Cameroon)	atla1278	Africa	11.6365	3.16141	Not endangered	0
eton1253	Eton-Mengisa	atla1278	Africa	11.3935	4.21045	Not endangered	0
bebi1242	Bebil	atla1278	Africa	13.3848	4.86672	Not endangered	0
ewon1239	Ewondo	atla1278	Africa	11.93646	4.21141	Not endangered	0
bebe1248	Bebele	atla1278	Africa	12.824	4.78874	Threatened	0
meng1263	Mengisa	atla1278	Africa	11.3947	4.5932	Threatened	0
myen1241	Myene	atla1278	Africa	9.50247	-1.48741	Not endangered	0
eviy1235	Viya	atla1278	Africa	10.58	-1.22	Moribund	0
bubi1250	Bubi	atla1278	Africa	12.32251	-1.16762	Threatened	0
tsog1243	Tsogo	atla1278	Africa	11.1359	-1.55469	Not endangered	0
kand1300	Kande	atla1278	Africa	11.7076	-0.00776	Moribund	0
pinj1243	Pinji	atla1278	Africa	11.223	-1.90305	Shifting	0
simb1254	Simba	atla1278	Africa	11.1783	-1.28107	Shifting	0
pomo1276	Pomo-Kweso	atla1278	Africa	16.17	1.83	Not endangered	0
pomo1271	Pol	atla1278	Africa	13.446	4.243	Not endangered	0
kwak1266	Kwakum	atla1278	Africa	13.6446	4.34393	Not endangered	0
kako1242	Kako	atla1278	Africa	15.6282	3.79989	Not endangered	0
bomw1238	Bomwali	atla1278	Africa	15.9546	1.71005	Not endangered	0
kolc1235	Kol (Cameroon)	atla1278	Africa	12.8574	3.65994	Not endangered	0
soca1235	So (Cameroon)	atla1278	Africa	12.525	3.68257	Threatened	0
byep1241	Byep-Besep	atla1278	Africa	13.46245	4.57276	Not endangered	0
maka1304	Makaa	atla1278	Africa	13.0789	4.15471	Not endangered	0
gyel1242	Gyele	atla1278	Africa	10.2493	2.47457	Shifting	0
kwas1243	Kwasio	atla1278	Africa	10.0812	2.39354	Not endangered	0
bekw1242	Bekwil	atla1278	Africa	14.6527	1.71801	Not endangered	0
mpon1254	Mpongmpong	atla1278	Africa	14.866	3.14015	Not endangered	0
ukhw1241	Ukhwejo	atla1278	Africa	16.267	2.9095	Shifting	0
mpie1238	Mpiemo	atla1278	Africa	15.5246	3.45776	Not endangered	0
koon1245	Koonzime	atla1278	Africa	13.54152	3.25933	Not endangered	0
njye1238	Njyem	atla1278	Africa	14.1175	2.30483	Not endangered	0
isuf1235	Isu (Fako Division)	atla1278	Africa	9.36535	3.96758	Shifting	0
bako1250	Bakole	atla1278	Africa	8.97387	4.43654	Shifting	0
dual1243	Duala	atla1278	Africa	9.61877	4.10208	Not endangered	0
mali1280	Malimba	atla1278	Africa	9.67186	3.67696	Threatened	0
bata1285	Batanga	atla1278	Africa	9.51011	1.397041	Threatened	0
beng1282	Benga	atla1278	Africa	9.600739	1.075766	Moribund	0
mole1238	Molengue	atla1278	Africa	9.61289	1.3718	Threatened	0
ngum1255	Ngumbi	atla1278	Africa	9.73613	1.72096	Not endangered	0
yasa1242	Yasa	atla1278	Africa	10.678	2.06043	Shifting	0
mbee1249	Mbe	atla1278	Africa	8.82998	6.57067	Not endangered	0
ndoe1238	Ndoe	atla1278	Africa	8.69131	6.08134	Threatened	0
ejag1239	Ejagham	atla1278	Africa	8.90959	5.54442	Not endangered	0
nden1250	Nde-Nsele-Nta	atla1278	Africa	8.49836	6.17426	Not endangered	0
efut1242	Efutop	atla1278	Africa	8.35425	5.92431	Not endangered	0
nkem1242	Nkem-Nkum	atla1278	Africa	8.68668	6.59158	Not endangered	0
aban1242	Abanyom	atla1278	Africa	8.63055	6.30619	Not endangered	0
nnam1238	Nnam	atla1278	Africa	8.48975	6.31319	Not endangered	0
ekaj1238	Ekajuk	atla1278	Africa	8.55058	6.45731	Not endangered	0
biky1238	Bikya	atla1278	Africa	10.5333	6.74997	Extinct	0
bebe1250	Bebe	atla1278	Africa	10.5646	6.74825	Not endangered	0
keme1240	Kemezung	atla1278	Africa	10.4984	6.6957700000000004	Not endangered	0
mash1269	Mashi (Nigeria)	atla1278	Africa	10.2778	6.91719	Threatened	0
naki1238	Naki	atla1278	Africa	10.2378	6.62784	Shifting	0
bukw1238	Bukwen	atla1278	Africa	10.2006	6.9415	Threatened	0
nsar1238	Nsari	atla1278	Africa	10.5993	6.63008	Not endangered	0
noon1243	Noone	atla1278	Africa	10.5707	6.37256	Not endangered	0
ncan1245	Ncane-Mungong	atla1278	Africa	10.5312	6.50696	Not endangered	0
cung1238	Chung	atla1278	Africa	10.4104	6.59687	Not endangered	0
mbuk1244	Mbuk	atla1278	Africa	10.415141	6.535575	Threatened	0
fioo1234	Fio	atla1278	Africa	10.2936	6.31256	Moribund	0
mbuu1238	Ajumbu	atla1278	Africa	10.2556	6.53792	Shifting	0
abar1238	Mungbam	atla1278	Africa	10.2267	6.5805	Shifting	0
kosh1246	Koshin	atla1278	Africa	10.299	6.5817	Shifting	0
fang1248	Fang (Cameroon)	atla1278	Africa	10.319	6.54384	Shifting	0
mund1328	Mundabli-Mufu	atla1278	Africa	10.2704	6.59969	Shifting	0
buuu1246	Buu	atla1278	Africa	10.28	6.54	Shifting	0
bekw1241	Bekwarra	atla1278	Africa	8.86489	6.73737	Not endangered	0
boky1238	Bokyi	atla1278	Africa	9.05875	6.10475	Not endangered	0
buma1244	Bumaji	atla1278	Africa	9.36028	6.4491	Not endangered	0
putu1241	Utugwang-Irungene-Afrike	atla1278	Africa	8.96041	6.65923	Not endangered	0
aleg1238	Alege	atla1278	Africa	9.00394	6.59423	Not endangered	0
ukpe1247	Ukpe-Bayobiri	atla1278	Africa	9.02603	6.52883	Not endangered	0
uban1243	Ubang	atla1278	Africa	9.2616	6.40906	Not endangered	0
bete1262	Bete-Bendi	atla1278	Africa	9.20189	6.62037	Not endangered	0
oban1244	Obanliku	atla1278	Africa	9.27156	6.4794	Not endangered	0
famm1241	Fam	atla1278	Africa	10.505	7.54277	Shifting	0
tika1246	Tikar	atla1278	Africa	11.6104	5.87004	Not endangered	0
ndoo1241	Ndoola	atla1278	Africa	11.3096	7.2884	Threatened	0
suga1248	Nizaa	atla1278	Africa	12.3779	7.12906	Threatened	0
njan1240	Njanga	atla1278	Africa	11.51	6.41	Nearly extinct	0
kwan1276	Kwanja	atla1278	Africa	11.6931	6.30293	Nearly extinct	0
bung1259	Bung	atla1278	Africa	11.6389	6.40736	Extinct	0
mbon1253	Mbongno	atla1278	Africa	11.1316	6.82543	Shifting	0
mvan1238	Mvano	atla1278	Africa	11.1843	6.75724	Shifting	0
ndun1251	Ndunda	atla1278	Africa	11.11047	6.73205	Shifting	0
nige1255	Western Mambila	atla1278	Africa	11.3161	6.69736	Not endangered	0
njer1242	Njerep	atla1278	Africa	11.521	6.82183	Nearly extinct	0
yeni1253	Yeni	atla1278	Africa	11.5392	6.48954	Extinct	0
luoc1235	Luo (Cameroon)	atla1278	Africa	9.91259	5.9072	Extinct	0
came1252	Donga Mambila	atla1278	Africa	11.41953	6.43829	Shifting	0
twen1242	Cambap-Langa	atla1278	Africa	11.7002	6.36656	Moribund	0
somy1238	Somyev	atla1278	Africa	11.4826	6.90525	Moribund	0
wawa1246	Wawa	atla1278	Africa	11.7802	6.68974	Shifting	0
vute1244	Vute	atla1278	Africa	11.8839	6.13603	Not endangered	0
samb1311	Samba Daka	atla1278	Africa	11.7077	8.06905	Not endangered	0
diri1253	Dirim	atla1278	Africa	11.05	8.36	Threatened	0
lamj1245	Lamja-Dengsa-Tola	atla1278	Africa	12.1644	8.63772	Not endangered	0
gaaa1245	Gaa	atla1278	Africa	11.9603	8.4809	Shifting	0
dong1293	Dong	atla1278	Africa	11.9924	8.64119	Shifting	0
kute1248	Kutep	atla1278	Africa	10.0916	7.07479	Not endangered	0
tigo1236	Tigon Mbembe	atla1278	Africa	10.70849	6.983995	Not endangered	0
wann1241	Wannu	atla1278	Africa	8.96594	7.83859	Not endangered	0
shoo1247	Shoo-Minda-Nye	atla1278	Africa	10.9642	8.92577	Not endangered	0
como1258	Como Karim	atla1278	Africa	10.816	8.86601	Not endangered	0
jiru1238	Jiru	atla1278	Africa	10.5872	8.64125	Not endangered	0
jana1236	Jan-Awei	atla1278	Africa	11.384125	9.661135	Extinct	0
wapa1235	Wapan	atla1278	Africa	9.83299	7.97862	Not endangered	0
jiba1237	Jiba	atla1278	Africa	11.5099	9.26508	Shifting	0
hone1235	Hõne	atla1278	Africa	10.9206	9.79715	Moribund	0
waph1238	Wãpha	atla1278	Africa	9.90381	9.10829	Shifting	0
juku1254	Jukun Takum	atla1278	Africa	10.2576	7.20236	Not endangered	0
jibu1239	Jibu	atla1278	Africa	11.3086	7.49214	Not endangered	0
etky1238	Etkywan	atla1278	Africa	10.3501	7.13773	Not endangered	0
kpan1246	Kpan	atla1278	Africa	10.1642	7.58343	Threatened	0
eloy1241	Ajiri	atla1278	Africa	7.97061	8.24696	Threatened	0
ahwa1235	Ndunic	atla1278	Africa	8.56205	9.17635	Not endangered	0
yuku1243	Yukuben	atla1278	Africa	9.9777	6.9183	Threatened	0
kapy1238	Kapya	atla1278	Africa	10.0979	7.03256	Shifting	0
akum1238	Akum	atla1278	Africa	9.96261	6.85716	Shifting	0
baaz1234	Baazem	atla1278	Africa	9.97124	6.80235	Not endangered	0
beez1238	Beezen	atla1278	Africa	10.109	6.81552	Shifting	0
lufu1237	Lufu	atla1278	Africa	10.9499	7.25555	Shifting	0
bete1261	Bete (Yukubenic)	atla1278	Africa	9.74302	7.02128	Moribund	0
cara1270	Cara	atla1278	Africa	8.74567	10.1281	Shifting	0
irig1241	Irigwe	atla1278	Africa	8.6525	9.85197	Not endangered	0
tyap1238	Tyap	atla1278	Africa	8.3082	9.75568	Not endangered	0
jjuu1238	Jju	atla1278	Africa	7.97167	9.83116	Not endangered	0
fira1238	Firan	atla1278	Africa	8.69095	9.65245	Threatened	0
gana1270	Ganang	atla1278	Africa	9.09741	9.93195	Threatened	0
izer1241	Izere	atla1278	Africa	8.7	9.5	Not endangered	0
cenn1238	Cen	atla1278	Africa	9.0218	9.6896	Not endangered	0
tanj1247	Rjili	atla1278	Africa	6.87432	9.40121	Not endangered	0
liji1238	Lijili	atla1278	Africa	8.35562	8.52193	Not endangered	0
akee1238	Akye	atla1278	Africa	8.75768	8.59543	Threatened	0
eggo1239	Eggon	atla1278	Africa	8.45686	8.71442	Not endangered	0
toro1249	Toro	atla1278	Africa	8.58194	9.09143	Threatened	0
akpo1243	Akpondu	atla1278	Africa	8.545454	9.235232	Extinct	0
alum1246	Arum	atla1278	Africa	8.55956	9.01513	Not endangered	0
hash1238	Hasha	atla1278	Africa	8.66137	9.14063	Shifting	0
samb1307	Sambe	atla1278	Africa	8.505628	9.160672	Nearly extinct	0
ikul1238	Ikulu	atla1278	Africa	7.86684	10.1339	Not endangered	0
boru1244	Bo-Rukul	atla1278	Africa	8.90506	8.9352	Shifting	0
horo1245	Horom	atla1278	Africa	8.98482	9.05742	Threatened	0
fyam1238	Fyam	atla1278	Africa	9.22293	9.59006	Shifting	0
shal1242	Shall-Zwall	atla1278	Africa	9.64988	9.87556	Not endangered	0
bero1242	Berom	atla1278	Africa	8.81221	9.67037	Not endangered	0
eten1239	Eten	atla1278	Africa	8.61443	9.73073	Not endangered	0
yang1290	Yangkam	atla1278	Africa	10.2881	9.44956	Nearly extinct	0
peee1238	Pye	atla1278	Africa	9.56437	9.27191	Not endangered	0
taro1263	Tarok	atla1278	Africa	10.0288	8.98356	Not endangered	0
vagh1247	Bijimic	atla1278	Africa	9.56547	9.64648	Threatened	0
surr1238	Sur	atla1278	Africa	9.49007	9.47958	Threatened	0
vagh1248	Kadung	atla1278	Africa	9.34795	9.4798	Not endangered	0
biji1246	Bijim	atla1278	Africa	9.43876	9.54493	Not endangered	0
kada1284	Kadara	atla1278	Africa	7.45933	9.99696	Not endangered	0
idon1238	Idon	atla1278	Africa	7.78151	10.2175	Shifting	0
